Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee
E0,13/08/11,Blackburn,Wolves,1,2,A,1,1,D,K Friend
E0,13/08/11,Fulham,Aston Villa,0,0,D,0,0,D,L Mason
E0,13/08/11,Liverpool,Sunderland,1,1,D,1,0,H,P Dowd
E0,13/08/11,Newcastle,Arsenal,0,0,D,0,0,D,P Walton
E0,13/08/11,QPR,Bolton,0,4,A,0,1,A,M Atkinson
E0,13/08/11,Wigan,Norwich,1,1,D,1,1,D,S Attwell
E0,14/08/11,Stoke,Chelsea,0,0,D,0,0,D,M Halsey
E0,14/08/11,West Brom,Man United,1,2,A,1,1,D,M Jones
E0,15/08/11,Man City,Swansea,4,0,H,0,0,D,M Dean
E0,20/08/11,Arsenal,Liverpool,0,2,A,0,0,D,M Atkinson
E0,20/08/11,Aston Villa,Blackburn,3,1,H,2,0,H,S Attwell
E0,20/08/11,Chelsea,West Brom,2,1,H,0,1,A,L Mason
E0,20/08/11,Everton,QPR,0,1,A,0,1,A,K Friend
E0,20/08/11,Sunderland,Newcastle,0,1,A,0,0,D,H Webb
E0,20/08/11,Swansea,Wigan,0,0,D,0,0,D,P Dowd
E0,21/08/11,Bolton,Man City,2,3,A,1,2,A,M Jones
E0,21/08/11,Norwich,Stoke,1,1,D,1,0,H,N Swarbrick
E0,21/08/11,Wolves,Fulham,2,0,H,2,0,H,M Dean
E0,22/08/11,Man United,Tottenham,3,0,H,0,0,D,L Probert
E0,27/08/11,Aston Villa,Wolves,0,0,D,0,0,D,M Atkinson
E0,27/08/11,Blackburn,Everton,0,1,A,0,0,D,L Mason
E0,27/08/11,Chelsea,Norwich,3,1,H,1,0,H,M Jones
E0,27/08/11,Liverpool,Bolton,3,1,H,1,0,H,L Probert
E0,27/08/11,Swansea,Sunderland,0,0,D,0,0,D,M Halsey
E0,27/08/11,Wigan,QPR,2,0,H,1,0,H,M Oliver
E0,28/08/11,Man United,Arsenal,8,2,H,3,1,H,H Webb
E0,28/08/11,Newcastle,Fulham,2,1,H,0,0,D,K Friend
E0,28/08/11,Tottenham,Man City,1,5,A,0,2,A,P Dowd
E0,28/08/11,West Brom,Stoke,0,1,A,0,0,D,M Dean
E0,10/09/11,Arsenal,Swansea,1,0,H,1,0,H,S Attwell
E0,10/09/11,Bolton,Man United,0,5,A,0,3,A,A Marriner
E0,10/09/11,Everton,Aston Villa,2,2,D,1,0,H,M Oliver
E0,10/09/11,Man City,Wigan,3,0,H,1,0,H,M Atkinson
E0,10/09/11,Stoke,Liverpool,1,0,H,1,0,H,M Clattenburg
E0,10/09/11,Sunderland,Chelsea,1,2,A,0,1,A,L Probert
E0,10/09/11,Wolves,Tottenham,0,2,A,0,0,D,P Walton
E0,11/09/11,Fulham,Blackburn,1,1,D,1,1,D,H Webb
E0,11/09/11,Norwich,West Brom,0,1,A,0,1,A,M Halsey
E0,12/09/11,QPR,Newcastle,0,0,D,0,0,D,P Dowd
E0,17/09/11,Aston Villa,Newcastle,1,1,D,1,0,H,N Swarbrick
E0,17/09/11,Blackburn,Arsenal,4,3,H,1,2,A,A Marriner
E0,17/09/11,Bolton,Norwich,1,2,A,0,2,A,H Webb
E0,17/09/11,Everton,Wigan,3,1,H,1,1,D,P Walton
E0,17/09/11,Swansea,West Brom,3,0,H,2,0,H,M Atkinson
E0,17/09/11,Wolves,QPR,0,3,A,0,2,A,A Taylor
E0,18/09/11,Fulham,Man City,2,2,D,0,1,A,M Clattenburg
E0,18/09/11,Man United,Chelsea,3,1,H,3,0,H,P Dowd
E0,18/09/11,Sunderland,Stoke,4,0,H,3,0,H,K Friend
E0,18/09/11,Tottenham,Liverpool,4,0,H,1,0,H,M Jones
E0,24/09/11,Arsenal,Bolton,3,0,H,0,0,D,M Clattenburg
E0,24/09/11,Chelsea,Swansea,4,1,H,2,0,H,M Dean
E0,24/09/11,Liverpool,Wolves,2,1,H,2,0,H,K Friend
E0,24/09/11,Man City,Everton,2,0,H,0,0,D,H Webb
E0,24/09/11,Newcastle,Blackburn,3,1,H,2,1,H,M Atkinson
E0,24/09/11,Stoke,Man United,1,1,D,0,1,A,P Walton
E0,24/09/11,West Brom,Fulham,0,0,D,0,0,D,S Attwell
E0,24/09/11,Wigan,Tottenham,1,2,A,0,2,A,J Moss
E0,25/09/11,QPR,Aston Villa,1,1,D,0,0,D,M Oliver
E0,26/09/11,Norwich,Sunderland,2,1,H,1,0,H,C Foy
E0,01/10/11,Aston Villa,Wigan,2,0,H,1,0,H,M Clattenburg
E0,01/10/11,Blackburn,Man City,0,4,A,0,0,D,P Dowd
E0,01/10/11,Everton,Liverpool,0,2,A,0,0,D,M Atkinson
E0,01/10/11,Man United,Norwich,2,0,H,0,0,D,S Attwell
E0,01/10/11,Sunderland,West Brom,2,2,D,2,2,D,L Mason
E0,01/10/11,Wolves,Newcastle,1,2,A,0,2,A,M Halsey
E0,02/10/11,Bolton,Chelsea,1,5,A,0,4,A,P Walton
E0,02/10/11,Fulham,QPR,6,0,H,3,0,H,A Marriner
E0,02/10/11,Swansea,Stoke,2,0,H,1,0,H,M Jones
E0,02/10/11,Tottenham,Arsenal,2,1,H,1,0,H,M Dean
E0,15/10/11,Chelsea,Everton,3,1,H,2,0,H,M Jones
E0,15/10/11,Liverpool,Man United,1,1,D,0,0,D,A Marriner
E0,15/10/11,Man City,Aston Villa,4,1,H,1,0,H,A Taylor
E0,15/10/11,Norwich,Swansea,3,1,H,2,1,H,J Moss
E0,15/10/11,QPR,Blackburn,1,1,D,1,1,D,M Clattenburg
E0,15/10/11,Stoke,Fulham,2,0,H,0,0,D,M Atkinson
E0,15/10/11,Wigan,Bolton,1,3,A,1,2,A,M Dean
E0,16/10/11,Arsenal,Sunderland,2,1,H,1,1,D,H Webb
E0,16/10/11,Newcastle,Tottenham,2,2,D,0,1,A,L Probert
E0,16/10/11,West Brom,Wolves,2,0,H,1,0,H,C Foy
E0,22/10/11,Aston Villa,West Brom,1,2,A,1,1,D,P Dowd
E0,22/10/11,Bolton,Sunderland,0,2,A,0,0,D,M Jones
E0,22/10/11,Liverpool,Norwich,1,1,D,1,0,H,P Walton
E0,22/10/11,Newcastle,Wigan,1,0,H,0,0,D,N Swarbrick
E0,22/10/11,Wolves,Swansea,2,2,D,0,2,A,M Oliver
E0,23/10/11,Arsenal,Stoke,3,1,H,1,1,D,L Mason
E0,23/10/11,Blackburn,Tottenham,1,2,A,1,1,D,S Attwell
E0,23/10/11,Fulham,Everton,1,3,A,0,1,A,L Probert
E0,23/10/11,Man United,Man City,1,6,A,0,1,A,M Clattenburg
E0,23/10/11,QPR,Chelsea,1,0,H,1,0,H,C Foy
E0,29/10/11,Chelsea,Arsenal,3,5,A,2,1,H,A Marriner
E0,29/10/11,Everton,Man United,0,1,A,0,1,A,M Halsey
E0,29/10/11,Man City,Wolves,3,1,H,0,0,D,S Attwell
